date,barcode,product_name,brand,category,quantity,retail_price,cost_price,subtotal,cost_total,profit,payment_method,is_event,event_source,event_name,seasonality_multiplier,total_multiplier
2024-01-02,480198112000,Coke 500ml,Coca-Cola,SOFTDRINKS_CASE,12,25.0,22.5,300.0,270.0,30.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480392525114,Mountain Dew 500ml,Pepsi,SOFTDRINKS_CASE,17,22.0,20.0,374.0,340.0,34.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480392525110,Pepsi 500ml,Pepsi,SOFTDRINKS_CASE,16,22.0,20.0,352.0,320.0,32.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480198111607,Coke 1.5L,Coca-Cola,SOFTDRINKS_CASE,9,60.0,54.0,540.0,486.0,54.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480198118062,Sprite 1.5L,Coca-Cola,SOFTDRINKS_CASE,17,60.0,54.0,1020.0,918.0,102.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480191198062,Royal Tru Orange 1.5L,Coca-Cola,SOFTDRINKS_CASE,9,60.0,54.0,540.0,486.0,54.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480392515114,Mountain Dew 1.5L,Pepsi,SOFTDRINKS_CASE,21,55.0,50.0,1155.0,1050.0,105.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480392515110,Pepsi 1.5L,Pepsi,SOFTDRINKS_CASE,12,55.0,50.0,660.0,600.0,60.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480198111664,Coke Zero 1.5L,Coca-Cola,SOFTDRINKS_CASE,16,60.0,54.0,960.0,864.0,96.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480392515112,7-up 1.5L,Pepsi,SOFTDRINKS_CASE,15,55.0,50.0,825.0,750.0,75.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480198109722,Royal Tru Strawberry 1.5L,Coca-Cola,SOFTDRINKS_CASE,7,60.0,54.0,420.0,378.0,42.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480392515116,Mirinda Orange 1.5L,Pepsi,SOFTDRINKS_CASE,21,60.0,54.0,1260.0,1134.0,126.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480198111696,Coke Light,Coca-Cola,SOFTDRINKS_CASE,8,65.0,58.5,520.0,468.0,52.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,955600121722,Milo 22g Sachet,Nestle,BEVERAGES,6,12.0,10.5,72.0,63.0,9.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480036141081,Nestle Bear Brand Fortified 33g,Nestle,BEVERAGES,19,11.5,10.0,218.5,190.0,28.5,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480864731007,Tang Orange 250g,Tang,BEVERAGES,20,216.0,195.0,4320.0,3900.0,420.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,965412919731,Energen Cereal Milk Chocolate Drink 40g,Energen,BEVERAGES,19,9.0,8.0,171.0,152.0,19.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,Energen,BEVERAGES,9,8.6,7.5,77.4,67.5,9.9,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,489120804013,Oishi Prawn Crackers 60g,Oishi,SNACK,22,17.6,15.5,387.2,341.0,46.2,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,893921341445,San Sky Flakes Crackers Original 25g x 10s,M.Y. San,SNACK,13,58.4,52.5,759.2,682.5,76.7,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,893951811445,Hansel Mocha Sandwich,Rebisco,SNACK,11,60.2,54.0,662.2,594.0,68.2,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,748485200019,555 Sardines in Tomato Sauce 155g,555,CANNED_GOODS,21,25.0,22.0,525.0,462.0,63.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,748485800035,Argentina Corned Beef 260g,Argentina,CANNED_GOODS,12,57.5,52.0,690.0,624.0,66.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480002201028,Hunts Pork & Beans 100g Doy,Hunts,CANNED_GOODS,9,14.5,13.0,130.5,117.0,13.5,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480057511015,Alaska Classic Evaporated Filled Milk 140ml,Alaska,DAIRY,15,28.2,25.5,423.0,382.5,40.5,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,Alaska,DAIRY,14,39.0,35.0,546.0,490.0,56.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480864702009,Eden Cheese 165g,Mondelez,DAIRY,18,78.0,70.0,1404.0,1260.0,144.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480535824701,Dari Creme Butter Milk 100g,Dari Creme,DAIRY,12,41.0,37.0,492.0,444.0,48.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,000008586780,Datu Puti Patis 1L,Datu Puti,CONDIMENTS,15,80.85,73.0,1212.75,1095.0,117.75,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,642611907726,Ajinomoto Seasoning Mix 50g,Ajinomoto,BEVERAGES,18,13.0,11.5,234.0,207.0,27.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,642647382226,Sisters Night Plus Cottony Napkin,Sisters,PERSONAL_CARE,13,44.5,40.0,578.5,520.0,58.5,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,642321541122,Sisters Overnight Dry,Sisters,PERSONAL_CARE,10,117.0,105.0,1170.0,1050.0,120.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,672329634182,Whisper Cottony Soft Clean X-Long Overnight,Whisper,PERSONAL_CARE,9,128.0,115.0,1152.0,1035.0,117.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480088814685,Sunsilk Strong & Long 350ml,Sunsilk,PERSONAL_CARE,11,150.0,135.0,1650.0,1485.0,165.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,Downy,HOUSEHOLD,21,7.0,6.0,147.0,126.0,21.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,480004784003,Zonrox Original Bleach 250ml,Zonrox,HOUSEHOLD,7,38.0,34.0,266.0,238.0,28.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,037000359562,Ariel With a Touch of Downy Freshness Powder,Ariel,HOUSEHOLD,17,660.0,595.0,11220.0,10115.0,1105.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,490243086729,Joy Dishwashing Liquid Lemon 475ml,Joy,HOUSEHOLD,18,134.0,120.0,2412.0,2160.0,252.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-02,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,Joy,HOUSEHOLD,21,12.0,10.5,252.0,220.5,31.5,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,544900000099,Coca-Cola Mismo 295ml,Coca-Cola,SODA,6,20.0,18.0,120.0,108.0,12.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480198112005,Sprite 500ml,Coca-Cola,SOFTDRINKS_CASE,21,25.0,22.5,525.0,472.5,52.5,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480198112010,Royal Tru Orange 500ml,Coca-Cola,SOFTDRINKS_CASE,11,25.0,22.5,275.0,247.5,27.5,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480198112000,Coke 500ml,Coca-Cola,SOFTDRINKS_CASE,19,25.0,22.5,475.0,427.5,47.5,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480392525114,Mountain Dew 500ml,Pepsi,SOFTDRINKS_CASE,18,22.0,20.0,396.0,360.0,36.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480392525110,Pepsi 500ml,Pepsi,SOFTDRINKS_CASE,20,22.0,20.0,440.0,400.0,40.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480198111607,Coke 1.5L,Coca-Cola,SOFTDRINKS_CASE,10,60.0,54.0,600.0,540.0,60.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480198118062,Sprite 1.5L,Coca-Cola,SOFTDRINKS_CASE,7,60.0,54.0,420.0,378.0,42.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480191198062,Royal Tru Orange 1.5L,Coca-Cola,SOFTDRINKS_CASE,19,60.0,54.0,1140.0,1026.0,114.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480392515114,Mountain Dew 1.5L,Pepsi,SOFTDRINKS_CASE,14,55.0,50.0,770.0,700.0,70.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480392515110,Pepsi 1.5L,Pepsi,SOFTDRINKS_CASE,12,55.0,50.0,660.0,600.0,60.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480198111664,Coke Zero 1.5L,Coca-Cola,SOFTDRINKS_CASE,8,60.0,54.0,480.0,432.0,48.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480392515112,7-up 1.5L,Pepsi,SOFTDRINKS_CASE,11,55.0,50.0,605.0,550.0,55.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480198109722,Royal Tru Strawberry 1.5L,Coca-Cola,SOFTDRINKS_CASE,11,60.0,54.0,660.0,594.0,66.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480392515116,Mirinda Orange 1.5L,Pepsi,SOFTDRINKS_CASE,7,60.0,54.0,420.0,378.0,42.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480198111696,Coke Light,Coca-Cola,SOFTDRINKS_CASE,9,65.0,58.5,585.0,526.5,58.5,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,955600121722,Milo 22g Sachet,Nestle,BEVERAGES,19,12.0,10.5,228.0,199.5,28.5,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480036141081,Nestle Bear Brand Fortified 33g,Nestle,BEVERAGES,25,11.5,10.0,287.5,250.0,37.5,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480864731007,Tang Orange 250g,Tang,BEVERAGES,16,216.0,195.0,3456.0,3120.0,336.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,965412919731,Energen Cereal Milk Chocolate Drink 40g,Energen,BEVERAGES,24,9.0,8.0,216.0,192.0,24.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,Energen,BEVERAGES,14,8.6,7.5,120.4,105.0,15.4,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,489120804013,Oishi Prawn Crackers 60g,Oishi,SNACK,15,17.6,15.5,264.0,232.5,31.5,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,893921341445,San Sky Flakes Crackers Original 25g x 10s,M.Y. San,SNACK,11,58.4,52.5,642.4,577.5,64.9,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,893951811445,Hansel Mocha Sandwich,Rebisco,SNACK,9,60.2,54.0,541.8,486.0,55.8,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,748485200019,555 Sardines in Tomato Sauce 155g,555,CANNED_GOODS,23,25.0,22.0,575.0,506.0,69.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,748485800035,Argentina Corned Beef 260g,Argentina,CANNED_GOODS,16,57.5,52.0,920.0,832.0,88.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480002201028,Hunts Pork & Beans 100g Doy,Hunts,CANNED_GOODS,13,14.5,13.0,188.5,169.0,19.5,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480057511015,Alaska Classic Evaporated Filled Milk 140ml,Alaska,DAIRY,21,28.2,25.5,592.2,535.5,56.7,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480057513016,Alaska Condensada Sweetened Condensed Creamer 168ml,Alaska,DAIRY,10,39.0,35.0,390.0,350.0,40.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480864702009,Eden Cheese 165g,Mondelez,DAIRY,22,78.0,70.0,1716.0,1540.0,176.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480535824701,Dari Creme Butter Milk 100g,Dari Creme,DAIRY,22,41.0,37.0,902.0,814.0,88.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,000008586780,Datu Puti Patis 1L,Datu Puti,CONDIMENTS,10,80.85,73.0,808.5,730.0,78.5,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,642611907726,Ajinomoto Seasoning Mix 50g,Ajinomoto,BEVERAGES,9,13.0,11.5,117.0,103.5,13.5,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,642647382226,Sisters Night Plus Cottony Napkin,Sisters,PERSONAL_CARE,7,44.5,40.0,311.5,280.0,31.5,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,642321541122,Sisters Overnight Dry,Sisters,PERSONAL_CARE,9,117.0,105.0,1053.0,945.0,108.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,672329634182,Whisper Cottony Soft Clean X-Long Overnight,Whisper,PERSONAL_CARE,10,128.0,115.0,1280.0,1150.0,130.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480088814685,Sunsilk Strong & Long 350ml,Sunsilk,PERSONAL_CARE,9,150.0,135.0,1350.0,1215.0,135.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,870021639476,Downy Sunrise Fresh Fabric Conditioner Sachet 20ml,Downy,HOUSEHOLD,24,7.0,6.0,168.0,144.0,24.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,480004784003,Zonrox Original Bleach 250ml,Zonrox,HOUSEHOLD,15,38.0,34.0,570.0,510.0,60.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,037000359562,Ariel With a Touch of Downy Freshness Powder,Ariel,HOUSEHOLD,12,660.0,595.0,7920.0,7140.0,780.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,490243086729,Joy Dishwashing Liquid Lemon 475ml,Joy,HOUSEHOLD,17,134.0,120.0,2278.0,2040.0,238.0,CASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-03,490243078997,Joy Dishwashing Liquid Lemon Sachet 40ml,Joy,HOUSEHOLD,8,12.0,10.5,96.0,84.0,12.0,GCASH,True,HOLIDAY,New Year's Day,1.0,1.6
2024-01-04,544900000099,Coca-Cola Mismo 295ml,Coca-Cola,SODA,7,20.0,18.0,140.0,126.0,14.0,CASH,False,,,1.0,1.0
2024-01-04,480198112005,Sprite 500ml,Coca-Cola,SOFTDRINKS_CASE,10,25.0,22.5,250.0,225.0,25.0,CASH,False,,,1.0,1.0
2024-01-04,480198112010,Royal Tru Orange 500ml,Coca-Cola,SOFTDRINKS_CASE,8,25.0,22.5,200.0,180.0,20.0,CASH,False,,,1.0,1.0
2024-01-04,480198112000,Coke 500ml,Coca-Cola,SOFTDRINKS_CASE,10,25.0,22.5,250.0,225.0,25.0,CASH,False,,,1.0,1.0
2024-01-04,480392525114,Mountain Dew 500ml,Pepsi,SOFTDRINKS_CASE,7,22.0,20.0,154.0,140.0,14.0,GCASH,False,,,1.0,1.0
2024-01-04,480392525110,Pepsi 500ml,Pepsi,SOFTDRINKS_CASE,14,22.0,20.0,308.0,280.0,28.0,CASH,False,,,1.0,1.0
2024-01-04,480198111607,Coke 1.5L,Coca-Cola,SOFTDRINKS_CASE,11,60.0,54.0,660.0,594.0,66.0,CASH,False,,,1.0,1.0
2024-01-04,480198118062,Sprite 1.5L,Coca-Cola,SOFTDRINKS_CASE,15,60.0,54.0,900.0,810.0,90.0,CASH,False,,,1.0,1.0
2024-01-04,480191198062,Royal Tru Orange 1.5L,Coca-Cola,SOFTDRINKS_CASE,14,60.0,54.0,840.0,756.0,84.0,CASH,False,,,1.0,1.0
2024-01-04,480392515114,Mountain Dew 1.5L,Pepsi,SOFTDRINKS_CASE,7,55.0,50.0,385.0,350.0,35.0,GCASH,False,,,1.0,1.0
2024-01-04,480392515110,Pepsi 1.5L,Pepsi,SOFTDRINKS_CASE,17,55.0,50.0,935.0,850.0,85.0,CASH,False,,,1.0,1.0
2024-01-04,480198111664,Coke Zero 1.5L,Coca-Cola,SOFTDRINKS_CASE,5,60.0,54.0,300.0,270.0,30.0,GCASH,False,,,1.0,1.0
2024-01-04,480392515112,7-up 1.5L,Pepsi,SOFTDRINKS_CASE,11,55.0,50.0,605.0,550.0,55.0,CASH,False,,,1.0,1.0
2024-01-04,480198109722,Royal Tru Strawberry 1.5L,Coca-Cola,SOFTDRINKS_CASE,6,60.0,54.0,360.0,324.0,36.0,GCASH,False,,,1.0,1.0
2024-01-04,480392515116,Mirinda Orange 1.5L,Pepsi,SOFTDRINKS_CASE,15,60.0,54.0,900.0,810.0,90.0,CASH,False,,,1.0,1.0
2024-01-04,480198111696,Coke Light,Coca-Cola,SOFTDRINKS_CASE,16,65.0,58.5,1040.0,936.0,104.0,CASH,False,,,1.0,1.0
2024-01-04,955600121722,Milo 22g Sachet,Nestle,BEVERAGES,8,12.0,10.5,96.0,84.0,12.0,CASH,False,,,1.0,1.0
2024-01-04,480036141081,Nestle Bear Brand Fortified 33g,Nestle,BEVERAGES,7,11.5,10.0,80.5,70.0,10.5,GCASH,False,,,1.0,1.0
2024-01-04,480864731007,Tang Orange 250g,Tang,BEVERAGES,5,216.0,195.0,1080.0,975.0,105.0,CASH,False,,,1.0,1.0
2024-01-04,965412919731,Energen Cereal Milk Chocolate Drink 40g,Energen,BEVERAGES,12,9.0,8.0,108.0,96.0,12.0,CASH,False,,,1.0,1.0
2024-01-04,965412919613,Energen Cereal Drink Mix Vanilla Hanger 40g,Energen,BEVERAGES,6,8.6,7.5,51.6,45.0,6.6,CASH,False,,,1.0,1.0
